Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng
GuoVDOQLEe2gQQ_tPcYuxg,Заитильщина,"The title of Ilya's chapters derives from the Tatar name of the Volga river (Itil'), and recalls the [Zadonshchina](http://www.drevne.ru/lib/zadon_s.htm), an epic literary text (dated late 14th century) about the Battle of Kulikovo of 1380 (its title derives from the river Don). As ""the Zadonshchina shows the humanity of the Tatar troops and expresses genuine sympathy for a grief the Russian and Tatar alike could understand” (Halperin, *The Golden Horde *109), the Zaitil'shchina describes the diverse human universe by the Volga (Zavol'zhe), or Wolf river (Zavol'che) as it is called by paronomastic association between the terms Volga and ""volk"" (wolf). Andrei Zorin describes the setting of the novel in these terms: ""in the second novel, the directly named Zaitil'shchina, or Zavolzh'e, serves only as a symbol for a lost corner of the earth. The specific topographical realities here are deliberately scarce, and the historical ones are so thoroughly mixed up that it is absolutely impossible to reconcile the events described with any particular part of our century. And this desire of the writer for the ultimate universalization of time and space in his novel finds its most vivid expression in the role played in his artistic world by the painting of Pieter Bruegel the Elder"" (""Nasylaiushchii veter"" 252); ""The theme of physical damage in the novel becomes another embodiment of the Zaitil'shchina, a land where nothing is being built, produced, and only occasionally repaired, and more often it decays, becomes unusable, breaks and steals"" (""Nasylaiushchii veter"" 253). Vadim Kreid, titling his article ""Zaitil'shchina,"" describes the ""bezvremen'e"" (the absence of time) as the ""неизлечимая болезнь Заитильского бытия"" (incurable illness of life in Zavol'zhe), while he also points out a specific ""agnosticism"" typical of this fictional world, based on ""carelessness, inevitability of desolation, and nothingness (non-existence) as redemption"" (беспечность, неизбежность опустошения и небытие как избавление) (216-217).",,"['setting', 'structure', 'symbol', 'Russia', 'intertextuality', 'location', 'NT']"," 
      

      
        
  08. ","
  
  Зачерпнул я, читайте, сиву",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],08. Заитильщина,08,ru,none,[],[]
Bzd-yPTDEe2qUd83315PLw,Заитильщина,"The title of Ilya's chapters derives from the Tatar name of the Volga river (Itil'), and recalls the *[Zadonshchina](http://www.drevne.ru/lib/zadon_s.htm)*, an epic literary text (dated late 14th century) about the Battle of Kulikovo of 1380 (its title derives from the river Don). As ""the Zadonshchina shows the humanity of the Tatar troops and expresses genuine sympathy for a grief the Russian and Tatar alike could understand” (Halperin, *The Golden Horde *109), the Zaitil'shchina describes the diverse human universe by the Volga (Zavol'zhe), or Wolf river (Zavol'che) as it is called by paronomastic association between the terms Volga and ""volk"" (wolf). Andrei Zorin describes the setting of the novel in these terms: ""in the second novel, the directly named Zaitil'shchina, or Zavolzh'e, serves only as a symbol for a lost corner of the earth. The specific topographical realities here are deliberately scarce, and the historical ones are so thoroughly mixed up that it is absolutely impossible to reconcile the events described with any particular part of our century. And this desire of the writer for the ultimate universalization of time and space in his novel finds its most vivid expression in the role played in his artistic world by the painting of Pieter Bruegel the Elder"" (""Nasylaiushchii veter"" 252); ""The theme of physical damage in the novel becomes another embodiment of the Zaitil'shchina, a land where nothing is being built, produced, and only occasionally repaired, and more often it decays, becomes unusable, breaks and steals"" (""Nasylaiushchii veter"" 253). Vadim Kreid, titling his article ""Zaitil'shchina,"" describes the ""bezvremen'e"" (the absence of time) as the ""неизлечимая болезнь Заитильского бытия"" (incurable illness of life in Zavol'zhe), while he also points out a specific ""agnosticism"" typical of this fictional world, based on ""carelessness, inevitability of desolation, and nothingness (non-existence) as redemption"" (беспечность, неизбежность опустошения и небытие как избавление) (216-217).",,"['setting', 'structure', 'symbol', 'intertextuality', 'location', 'Russia']"," 
      

      
        
  12. ","
  
  Содвинулись все происшеств",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],12. Заитильщина,12,ru,none,[],[]
m3kJiGs2Ee2gxudpH7JXAQ,Опять записки,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is spring.",,"['time', 'explanatory']"," 
      

      
        
  11. ","
  
  Записка XIX

Портрет знако",622,635,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],11. Опять записки,11,ru,partial,[],[]
9fdT_ramEe2HXF8QtEH7_A,Ловчая повесть,,,['expand']," 
      

      
        
  02. ","
  
  Жить; знать цену глубоким ",622,636,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],02. Ловчая повесть,02,ru,none,[],[]
WlsyYNIyEe2Xxat3I5xzEA,Ловчая повесть,,,['expand']," 
      

      
        
  05. ",", или картинки с выставки
  
  Я",622,636,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],"05. Ловчая повесть, или картинки с выставки",05,ru,full,[],[]
p12Vrp_hEe23CI98arhQUg,Ловчая повесть,"Unlike other chapters concerning Yakov, this final one is relatively straightforward. The parodies and stylistic flourishes are diminished, at least until its concluding section. It is also markedly shorter.",,"['explanatory', 'structure']"," 
      

      
        
  16. ","
  
  Так, пытаясь собраться с м",622,636,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. Ловчая повесть,16,ru,none,[],[]
2u5YZiq9Ee2iqBvWcGVOHw,Записки охотника,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this second collection of Notes, the setting is winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326).","То есть, Яков. Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге; они разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. Во вторых Записках время действия — зима. Дж. Смит предполагает, что ""идея ехать в деревню зимой, а не летом, умышленно противопоставляется общепринятому обычаю приличного общества и является фундаментальным аспектом анти-цивилизованной позиции романа"" (CASS, ""The Verse"", 325). Вопреки мнению большинства критиков, он также считает, что Записки созданы неким ""управляющим разумом"" за пределами круга главных героев романа (CASS, ""The Verse"", 326). ","['explanatory', 'time']"," 
      

      
        
  07. ","
  
  Записка X

По пороше


  Р",622,638,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h1[1],07. Записки охотника,07,ru,partial,[],[]
TX40LJ26Ee2S4l_dV_1wLg,Журнал запойного,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is late spring to late summer. The title of this chapter alludes to the portion of Mikhail Lermontov's 1839 novel *A Hero of Our Time* titled ""Pechorin's Journal."" Read the original [here](https://ilibrary.ru/text/12/p.4/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/913/pg913-images.html).",,"['intertextuality', 'time', 'structure', 'explanatory']"," 
      

      
        
  15. ","
  
  Записка XXVIII

Воробьиная",622,638,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. Журнал запойного,15,ru,none,[],[]
ZKO92NIxEe2gQa84AwiP5w,От Ильи Петрикеича,"One more chapter written ""as if"" by Ilya in the book. Ilya's chapters are the 1st, 4th, 6th, 8th, 10th, 12th, 14th, 17th. ",,"['structure', 'character', 'NT']"," 
      

      
        
  06. ","
  
  Чем вокзал ожиданий шибает",622,640,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],06. От Ильи Петрикеича,06,ru,none,[],[]
rTDJxkfYEe26H3vKFDqFgg,Картинки с выставки,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).",,"['music', 'intertextuality', 'theme']"," 
      

      
        
  09. ","
  
  Друг семьи, разъездной чин",622,641,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],09. Картинки с выставки,09,ru,none,[],[]
